anio,provincia,canton,distrito,patrimonio_neto,activos_totales,pasivos_totales,cant_funcionarios,valor_total_bienes,valor_medio_bienes,cant_actos_registrales,ratio_bienes_vs_patrimonio,ratio_bienes_vs_activos,densidad_actos_por_func,var_valor_total_bienes,var_patrimonio_neto,var_activos_totales,var_pasivos_totales,dif_var_bienes_patrimonio,mz_ratio_bienes_vs_patrimonio,mz_ratio_bienes_vs_activos,mz_densidad_actos_por_func,mz_var_valor_total_bienes,mz_var_patrimonio_neto,mz_dif_var_bienes_patrimonio,max_abs_mz,avg_top3_abs_mz,combined_score,anomaly_flag
2023,Alajuela,San Mateo,Jesús María,511154271.38,699761182.23,188606910.85,74,3293225353.19,11278169.017773973,292,6.4427229460472715,4.706213257922002,3.945945945945946,-0.10850401328668635,0.7210237358546583,0.5125407577985277,0.13869947725187926,-0.8295277491413446,-1.826719712932204,-1.8637121042203222,-1.9165159653000172,-1.3558957457291376,3.3630537068330275,-3.6387536895055788,3.6387536895055788,2.9727744538795413,2.9727744538795413,0
2023,Alajuela,San Mateo,Labrador,309306626.55,445286972.36,135980345.81,50,3623238513.52,11114228.569079755,326,11.714066891917353,8.136861705872521,6.52,0.10020971082660068,-0.39488595935050563,-0.3636586543126631,-0.27902776628293413,0.4950956701771063,1.6671851754887803,2.004758079482869,2.7327302603548707,1.2510068638622176,-1.8412745561060548,2.1781946378005324,2.7327302603548707,2.305227659212757,2.305227659212757,0
2023,Alajuela,San Mateo,San Mateo,285831753.7,426789603.11,140957849.41,58,3808781793.33,11235344.523097346,339,13.325257757497361,8.924260960378483,5.844827586206897,0.05120923701756075,-0.07589515010343717,-0.04154033330902274,0.036604581127885005,0.12710438712099792,2.735100245959496,2.8926457732936828,1.5132365237917278,0.6389749355034299,-0.3535799054407007,0.5621985386693242,2.8926457732936828,2.380327514348302,2.380327514348302,0
2023,Alajuela,San Ramón,Alfaro,344045181.06,472616672.9,128571491.84,50,3621760449.01,11282742.831806853,321,10.526990780255634,7.663209227864717,6.42,-0.049102667064706784,0.2036632620639447,0.10737625625380698,-0.0878727763075624,-0.2527659291286515,0.8803780401448413,1.4706577435230737,2.5521106568802483,-0.6139535225370217,0.9502117470886623,-1.105963120316424,2.5521106568802483,1.7095771735732488,1.7095771735732488,0
2023,Alajuela,San Ramón,Angeles,280464903.49,410372115.73,129907212.24,48,3374184103.29,10990827.69801303,307,12.030682132783529,8.222254812044804,6.395833333333333,-0.06835801241014561,-0.18480211632120458,-0.1317019917813398,0.010388931332166784,0.11644410391105897,1.877041248090077,2.10104911312656,2.508460919373881,-0.8544590774202314,-0.8614952006957285,0.5153849947727731,2.508460919373881,2.1621837601968394,2.1621837601968394,0
2023,Alajuela,San Ramón,Concepción,382625247.05,542421483.94,159796236.89000002,58,3799534685.35,10642954.300700279,357,9.930172445869708,7.004764372073223,6.155172413793103,0.1260602768074397,0.36425357429309346,0.32177958284300323,0.23007979414399937,-0.23819329748565377,0.48480026767868306,0.7281816982833369,2.073780120781936,1.5738888794132622,1.699165452105727,-1.0419688982425013,2.073780120781936,1.782278150766975,1.782278150766975,0
2023,Alajuela,San Ramón,Peñas Blancas,322436896.01,445275852.27,122838956.26,47,3626423632.17,11297269.882149532,321,11.246925141152367,8.14421804749264,6.829787234042553,-0.04556111932534013,-0.15730365809377667,-0.17909620939856774,-0.23127754038063197,0.11174253876843654,1.3575584724423866,2.013053242525752,3.2922667340975327,-0.5697184341020319,-0.7332491571716229,0.4947385520983942,3.2922667340975327,2.22095948302189,2.22095948302189,0
2023,Alajuela,San Ramón,Piedades Norte,484609615.46999997,640853668.1,156244052.63,64,3135350958.06,11831513.049283018,265,6.469848839089111,4.892460032811662,4.140625,-0.13541514282934153,0.5029595603567973,0.43922843521145705,0.27194220292213345,-0.6383747031861389,-1.8087403719377844,-1.6536963866664145,-1.5648874298194384,-1.6920245466972992,2.3460560442494303,-2.7993246301124457,2.7993246301124457,2.3180403487665533,2.3180403487665533,0
2023,Alajuela,San Ramón,Piedades Sur,348411338.9,519670458.4,171259119.5,69,3001581499.38,9809089.867254902,306,8.615051131391294,5.775932518122143,4.434782608695652,-0.04266490752370822,-0.2810474085164565,-0.18909653752826827,0.09610008584171226,0.23838250099274827,-0.38687663990059135,-0.6574745296622411,-1.033581123402918,-0.5335438023873231,-1.3103595635548477,1.0508649995757056,1.3103595635548477,1.131601895511157,1.131601895511157,0
2023,Alajuela,San Ramón,San Isidro,351761818.24,504427347.11,152665528.87,59,3400384355.48,10462721.093784615,325,9.66672384312042,6.741078521935254,5.508474576271187,0.1328642437936054,0.009616447474350753,-0.029332264406430886,-0.10856993008188387,0.12324779631925464,0.31018362902914753,0.43084407695622384,0.9057170509708896,1.658872650208235,0.045225146612668604,0.5452627144296718,1.658872650208235,1.0366174718695988,1.0366174718695988,0
2023,Alajuela,San Ramón,San Juan,349717918.89,500947792.46,151229873.57,63,3489839619.98,12117498.680486111,288,9.979012888606636,6.966473697473493,4.571428571428571,0.02630739797277193,-0.005810463910570052,-0.0068980293593028374,-0.00940392576258997,0.03211786188334198,0.5171722516325838,0.6850043412179615,-0.786771727350639,0.32794282937202873,-0.026722172489742325,0.14507492373120642,0.786771727350639,0.6629827734003948,0.6629827734003948,0
2023,Alajuela,San Ramón,San Rafael,336681139.05,503941897.67,167260758.62,62,3183614006.65,10506976.919636965,303,9.455872745450128,6.317422745299796,4.887096774193548,-0.08774776112254545,-0.037277986445128475,0.005976880735010237,0.10600342823522735,-0.05046977467741698,0.17042919667867612,-0.046878943905028676,-0.21661307122106901,-1.0966433742719297,-0.17347895540412117,-0.2176002391429731,1.0966433742719297,0.5102855615453239,0.5102855615453239,0
2023,Alajuela,San Ramón,San Ramón,392371819.4,522753451.13,130381631.73,58,3283089349.38,10943631.1646,300,8.36729139824663,6.280378144387518,5.172413793103448,0.03124604381128293,0.16541075186789556,0.03732881418865164,-0.220488817546175,-0.13416470805661262,-0.5510945227929086,-0.08865120249420093,0.298725396979608,0.38962812955513354,0.7718114510816789,-0.5851379827943751,0.7718114510816789,0.6360146522229875,0.6360146522229875,0
2023,Alajuela,San Ramón,Santiago,428943424.31,607398607.05,178455182.74,69,3729358930.09,11132414.716686567,335,8.694290945452913,6.1398871956632695,4.855072463768116,0.13592977017036612,0.09320650235769712,0.16192175438924106,0.3687141384267443,0.042723267812669,-0.3343556174534848,-0.2470717035935217,-0.2744552537269664,1.6971620762883857,0.4350685963104928,0.19164747966015308,1.6971620762883857,0.8221954300174544,0.8221954300174544,0
2023,Alajuela,San Ramón,Volio,318654167.17,490611288.92,171957121.75,69,3564715593.95,10934710.41088957,326,11.186784800615039,7.265865410062484,4.72463768115942,-0.04414789223198401,-0.25711842375812544,-0.1922745899882945,-0.03641284545637069,0.21297053152614143,1.3176967916352935,1.0226046319414992,-0.5100460408677799,-0.5520667659462016,-1.1987606660667092,0.9392709335743742,1.3176967916352935,1.1796873632145006,1.1796873632145006,0
2023,Alajuela,San Ramón,Zapotal,361347428.93,574396223.9,213048794.97,76,3262794998.57,10875983.328566667,300,9.029523216012883,5.680390752600141,3.9473684210526314,-0.0846969659774307,0.13397992607208997,0.17077661454639315,0.23896464887183422,-0.21867689204952068,-0.11215997230238509,-0.7652094016048978,-1.9139466964027971,-1.0585379460883406,0.6252258127280739,-0.9562645989668974,1.9139466964027971,1.3095830804860118,1.3095830804860118,0
2023,Alajuela,Sarchí,Rodriguez,280136290.93,412487878.45,132351587.52,49,3728169661.34,11542320.932941178,323,13.308413733055348,9.038252652051963,6.591836734693878,0.14263067798435447,-0.22474530465175158,-0.2818757135112845,-0.3787733578186312,0.36737598263610605,2.7239358408394807,3.0211851637672775,2.8624814857080705,1.780858604349164,-1.047780403551991,1.6173266869772411,3.0211851637672775,2.8692008301049428,2.8692008301049428,0
2023,Alajuela,Sarchí,San Pedro,436779630.21999997,642287166.95,205507536.73,69,3407863043.08,11064490.399610389,308,7.802248107045435,5.3058245881865655,4.463768115942029,-0.08591524725429844,0.5591683204270801,0.5571055551099191,0.5527394916887205,-0.6450835676813785,-0.9256114462890619,-1.1875779598649614,-0.9812276151494039,-1.0737546772993602,2.6081998717611645,-2.8287859226840264,2.8287859226840264,2.208187918103384,2.208187918103384,0
2023,Alajuela,Sarchí,Sarchí Norte,397098047.71,587287719.14,190189671.43,71,3116997895.82,10530398.29668919,296,7.849441501400527,5.307446068145957,4.169014084507042,-0.08535118447633327,-0.09085035053034163,-0.08563061919977855,-0.07453675686904326,0.005499166054008353,-0.8943311441627665,-1.1857495455078664,-1.5136111779527435,-1.0667093488999082,-0.42332728069345166,0.028181642273763314,1.5136111779527435,1.2553566907868394,1.2553566907868394,0
2023,Alajuela,Sarchí,Sarchí Sur,361646052.12,556550168.72,194904116.6,57,3611611086.53,11112649.497015385,325,9.986590660560037,6.489282169900839,5.701754385964913,0.15868255521548247,-0.08927768795249913,-0.052338146053880985,0.024788124058225502,0.2479602431679816,0.5221948824347473,0.14691329973179676,1.254818276836203,1.9813517957789444,-0.4159927693641747,1.092924675188461,1.9813517957789444,1.4430315826012026,1.4430315826012026,0
2023,Alajuela,Sarchí,Toro Amarillo,452142794.8,691849086.79,239706291.99,81,3454448030.09,10795150.09403125,320,7.640170472290804,4.993065823238622,3.950617283950617,-0.04351605216468668,0.25023567145141046,0.24310282464053778,0.22986777381386525,-0.29375172361609714,-1.0330382896496777,-1.5402512154460608,-1.908078613119021,-0.5441748770573438,1.1674140059182136,-1.2859480467566704,1.908078613119021,1.5780926251072505,1.5780926251072505,0
2023,Alajuela,Upala,Aguas Claras,305800229.92,437667491.46,131867261.53999999,52,3272952495.63,11094754.222474577,295,10.70291051280842,7.478171350382616,5.673076923076923,-0.05253966274179889,-0.3236644851207524,-0.3673945665077576,-0.4498798490216469,0.2711248223789535,0.9969795785471018,1.2620052037028364,1.2030211570813345,-0.6568827215527141,-1.50911512344341,1.1946495566369133,1.50911512344341,1.3247138280758604,1.3247138280758604,0
2023,Alajuela,Upala,Bijagua,324778797.27,488631288.9,163852491.63,63,3202826612.27,10331698.749258064,310,9.861563129096073,6.554689977958962,4.920634920634921,-0.021425878760425454,0.06206197868119623,0.11644410068015709,0.24255626238433536,-0.08348785744162168,0.439325256044423,0.22066849764646124,-0.156036604105923,-0.26826139346372674,0.28981820060030145,-0.36259577410408445,0.439325256044423,0.3639130769162697,0.3639130769162697,0
2023,Alajuela,Upala,Canalete,396815568.2,543713855.83,146898287.63,59,3744128522.61,11449934.319908258,327,9.435437575178282,6.88621134529383,5.5423728813559325,0.16900755984300786,0.22180256696410305,0.11272828445759409,-0.10347235999489579,-0.052795007121095194,0.1568845405071784,0.5944988519521059,0.9669440351995752,2.110314477183302,1.034809002195947,-0.2278112597066977,2.110314477183302,1.3706891715262748,1.3706891715262748,0
2023,Alajuela,Upala,Delicias,445627157.76,599643559.94,154016402.18,55,3482206674.69,10984879.099968454,317,7.814170689671927,5.807127612674482,5.763636363636364,-0.06995535712471124,0.12300825237632407,0.10286606366619289,0.04845607572995503,-0.1929636095010353,-0.9177090270675007,-0.6222982954941436,1.3665892595286324,-0.8744104348238195,0.5740566260528728,-0.8433473473702737,1.3665892595286324,1.0529029071399842,1.0529029071399842,0
2023,Alajuela,Upala,Dos Rios,235074269.92,372296909.51,137222639.59,46,3520616203.17,11036414.43,319,14.976612303712054,9.45647442468344,6.934782608695652,0.011030226539732624,-0.47248666104276527,-0.37913631633557143,-0.109038792961629,0.4835168875824979,3.829636246793984,3.492780689262434,3.4819089634626557,0.1371259664888405,-2.203185136125418,2.1273475977560468,3.829636246793984,3.6014419665063584,3.6014419665063584,1
2023,Alajuela,Upala,San José o Pizote,274499590.05,404501302.62,130001712.57000001,48,3316314756.07,11166042.94973064,297,12.081310414583623,8.198526765154673,6.1875,-0.058030025231391225,0.16771431489893462,0.08650190825485482,-0.05262198017451791,-0.22574434013032585,1.9105982314875067,2.074292876425355,2.13217007880175,-0.7254591429765009,0.7825547022958321,-0.9873005746958446,2.13217007880175,2.039020395571537,2.039020395571537,0
2023,Alajuela,Upala,Upala,352409396.82,509158666.49,156749269.67,58,3333476446.74,10417113.896062499,320,9.459102046710287,6.547028787156017,5.517241379310345,0.00517492817549603,0.2838248565537338,0.25873183396968713,0.20574772878932368,-0.27864992837823777,0.17256961315973193,0.21202958035647837,0.9215516158576186,0.06399137675108485,1.3240657010403483,-1.2196300568532574,1.3240657010403483,1.1550824579170749,1.1550824579170749,0
2023,Alajuela,Upala,Yolillal,485922779.56,667063011.48,181140231.92,67,3531842869.37,11071607.740971787,319,7.268321259950112,5.2946165633348,4.7611940298507465,0.05950737189818578,0.37885874765193783,0.31012797263876335,0.15560494987536222,-0.31935137575375205,-1.279504047546299,-1.2002163606265326,-0.4440181088167055,0.7426213515067237,1.7672803872327882,-1.398366302020773,1.7672803872327882,1.48171691226662,1.48171691226662,0
2023,Alajuela,Zarcero,Brisas,425014562.19,590595199.3100001,165580637.12,68,3628184678.23,11628797.045608975,312,8.53661262695287,6.143268151296954,4.588235294117647,0.027278056364151038,-0.1253454662593756,-0.11463356662565094,-0.0858980616016426,0.15262352262352663,-0.43886654549431636,-0.24325926805552778,-0.7564154914725512,0.3400666698346448,-0.5842040133657669,0.6742632133616303,0.7564154914725512,0.6716275727333162,0.6716275727333162,0
2023,Alajuela,Zarcero,Guadalupe,468119540.68,659043290.4,190923749.72,69,3499070386.08,11360618.136623377,308,7.474736861010285,5.309317972050475,4.463768115942029,-0.03558647191382447,0.10142000374737803,0.11589679558853283,0.153056015732282,-0.1370064756612025,-1.1426895112541782,-1.183638747927977,-0.9812276151494039,-0.4451318288018468,0.4733743459636014,-0.5976173147109263,1.183638747927977,1.1025186247771863,1.1025186247771863,0
2023,Alajuela,Zarcero,Laguna,437929598.92,620920983.35,182991384.43,70,3302020275.89,10515988.13977707,314,7.540071016056636,5.317939583994894,4.485714285714286,-0.05631498896789977,-0.06449194946262116,-0.05784492097152216,-0.04154729467461871,0.008176960494721386,-1.0993853129242357,-1.1739168398839248,-0.9415885303288867,-0.7040377796721266,-0.3003981832655449,0.03994090280442024,1.1739168398839248,1.071630227712349,1.071630227712349,0
2023,Alajuela,Zarcero,Palmira,319250675.35,480447339.52,161196664.17,60,4067533246.46,12214814.553933933,333,12.740875933937158,8.466137517846901,5.55,0.23183169896304467,-0.2710000051667665,-0.22623433189858555,-0.11910243931914288,0.5028317041298112,2.3477655299918485,2.3760562990945333,0.9807201066510286,2.8950085020403287,-1.2635009463686901,2.2121666400351927,2.8950085020403287,2.53961011037557,2.53961011037557,0
2023,Alajuela,Zarcero,Tapesco,288830083.37,444522447.44,155692364.07,58,3435564586.2,11606637.11554054,296,11.89476022066212,7.728663886346751,5.103448275862069,-0.15536902146036702,-0.09528747886484312,-0.07477383913893965,-0.03414648887643912,-0.060081542595523896,1.7869507060800864,1.5444657709452634,0.1741601532040065,-1.9412550105572364,-0.44402095554613624,-0.2598093353270449,1.9412550105572364,1.7575571625275288,1.7575571625275288,0
2023,Alajuela,Zarcero,Zapote,378293720.31,567187788.0,188894067.69,69,3498835052.45,10667180.037957316,328,9.248990571619355,6.168741863761706,4.753623188405797,0.018416322750602676,0.30974487108877224,0.27594858542336476,0.21325197172208377,-0.29132854833816957,0.03330541080983615,-0.21453458272759934,-0.45769253261426585,0.22938072150609418,1.4449502715393003,-1.2753069202492116,1.4449502715393003,1.059316574800926,1.059316574800926,0
2023,Alajuela,Zarcero,Zarcero,480130968.82,663921838.61,183790869.79,68,3309501173.2,10374611.828213166,319,6.892913367645577,4.984775286393407,4.6911764705882355,-0.05411340529397701,0.26920153056346674,0.17055030565996598,-0.02701618935103367,-0.32331493585744375,-1.5283285377604614,-1.5495997963569863,-0.5704835467192619,-0.6765392802362786,1.2558661065065575,-1.4157718710142682,1.5495997963569863,1.4979000683772385,1.4979000683772385,0
2024,Alajuela,Atenas,Atenas,415120773.0,545427374.71,130306601.71,54,3665241525.26,11489785.345642634,319,8.829337782284387,6.719944203770087,5.907407407407407,0.10749062575978185,-0.13540096357411213,-0.17847652691781057,-0.29100612093033396,0.242891589333894,-0.2448450849941202,0.4070125824398773,1.6262679486992184,1.3419478703540582,-0.6311003788134836,1.0706662000536487,1.6262679486992184,1.346294006368975,1.346294006368975,0
2024,Alajuela,Atenas,Concepción,424924860.1,598621761.65,173696901.55,66,3297625891.14,10992086.3038,300,7.7604917969825316,5.50869698096282,4.545454545454546,-0.1002977925428592,0.023617433136741584,0.09752790088374841,0.33298619771058124,-0.12391522567960078,-0.953287988997967,-0.9588148515318099,-0.8336859100713191,-1.2533973673266041,0.11052229897622869,-0.5401284287587167,1.2533973673266041,1.055166735952127,1.055166735952127,0
2024,Alajuela,Atenas,Escobal,352759919.29,498663342.64,145903423.35,63,3268418716.59,9995164.270917432,327,9.265277991809125,6.554359298372509,5.190476190476191,-0.00885703094110013,-0.16982988661340503,-0.16698093088778043,-0.1600113643477944,0.1609728556723049,0.04410089249442368,0.220295616501698,0.3313496274922658,-0.11127237743730109,-0.7916684050667224,0.7109284558780291,0.7916684050667224,0.6113154961456725,0.6113154961456725,0
2024,Alajuela,Atenas,Jesús,313494572.48,515305083.81,201810511.33,71,3210285646.62,10919338.934081633,294,10.240322890517685,6.229873811615016,4.140845070422535,-0.01778629821048494,-0.11130898002536505,0.03337269806498333,0.38317872669709385,0.0935226818148801,0.6903714020666225,-0.14560093326447723,-1.5644899394948906,-0.22280184319329083,-0.5187412950706402,0.414727912935546,1.5644899394948906,0.9245342122107179,0.9245342122107179,0
2024,Alajuela,Atenas,Mercedes,429341241.8,599983593.05,170642351.25,65,3574784194.28,12076973.629324324,296,8.32620732937937,5.9581365818816545,4.553846153846154,0.11354084582590596,0.36953325349002863,0.16432694320404195,-0.15444269911706388,-0.2559924076641227,-0.578325496625304,-0.4520174568384991,-0.8185290202692539,1.4175170958373804,1.7237885768817953,-1.1201318709562509,1.7237885768817953,1.420479181225142,1.420479181225142,0
2024,Alajuela,Atenas,San Isidro,401216314.84,591183235.68,189966920.84,73,3414154104.59,10804285.141107595,316,8.509509654290907,5.775119960333312,4.328767123287672,-0.044934206083551476,-0.0655071635841159,-0.014667663369365869,0.11324603446004144,0.020572957500564426,-0.4568306946082368,-0.6583907866399871,-1.2250658727685093,-0.5618880828735755,-0.3051328921475737,0.09437665639054577,1.2250658727685093,0.8151149140940239,0.8151149140940239,0
2024,Alajuela,Atenas,San José,485805656.82,638278414.85,152472758.03,65,4147285064.2,11208878.551891891,370,8.536922133322639,6.497611336542912,5.6923076923076925,0.2147328260972099,0.21083225893676127,0.07966257553942557,-0.19737206164213994,0.0039005671604486203,-0.43866140125985975,0.15630544040106334,1.2377556962110696,2.6814379930362313,0.9836461846622706,0.02116155866033134,2.6814379930362313,1.6342799579698573,1.6342799579698573,0
2024,Alajuela,Atenas,Santa Eulalia,249790570.51000002,397036479.15000004,147245908.64000002,57,3621258417.83,10682178.223687315,339,14.497178217882439,9.120719651712133,5.947368421052632,-0.1268363853043868,-0.48582202161850896,-0.3779572206851043,-0.03428054596462127,0.35898563631412217,3.5118620485331937,3.1141766591550994,1.6984453730896627,-1.584873062175289,-2.265377976853508,1.5804813388644205,3.5118620485331937,2.9638055615139334,2.9638055615139334,0
2024,Alajuela,Central,Alajuela,376484477.69,572957458.24,196472980.55,75,3738783792.32,11433589.578960245,327,9.930778063574088,6.525412556465756,4.36,0.03245429100318842,0.5072005197046778,0.44308517813431747,0.33431877574510227,-0.4747462287014894,0.4852016777706021,0.18765467130414495,-1.1686531746969837,0.4047195317664235,2.365834835213418,-2.0807669124458923,2.365834835213418,1.8717516407854313,1.8717516407854313,0
2024,Alajuela,Central,Carrizal,449324389.23,640999511.93,191675122.7,68,3522804403.94,11078001.270251572,318,7.840225210069218,5.4957988865437795,4.676470588235294,-0.057767284865108515,0.19347387702920638,0.11875585649763631,-0.02441993721767266,-0.2512411618943149,-0.9004398036746922,-0.9733590097117173,-0.5970452531125887,-0.7221774299534723,0.9026909622562413,-1.0992672608865273,1.0992672608865273,0.9917724109514955,0.9917724109514955,0
2024,Alajuela,Central,Desamparados,425169778.43,595065313.95,169895535.52,66,3382341282.1,10946088.29158576,309,7.955272114094696,5.683983258322126,4.681818181818182,-0.03987252930730478,-0.05375762228574632,-0.0716602698209482,-0.11362761569266489,0.013885092978441538,-0.8241854471955933,-0.7611584178095215,-0.5873864507877434,-0.49866608607884993,-0.250335922358336,0.06500758305404301,0.8241854471955933,0.7242434385976194,0.7242434385976194,0
2024,Alajuela,Central,Garita,268506937.69,418838525.11,150331587.42,60,3512799003.56,11368281.564919094,309,13.082712252357668,8.387000700657682,5.15,0.0385702419062226,-0.36847125239827694,-0.2961469685910938,-0.11515280869577038,0.40704149430449954,2.5743384108802188,2.286819986375708,0.2582416927525377,0.481109756879739,-1.718082861886154,1.7915137263925034,2.5743384108802188,2.217557374549477,2.217557374549477,0
2024,Alajuela,Central,Guácima,418641977.8,580066369.43,161424391.63,59,3502635958.54,12036549.685704468,291,8.36666207470798,6.038336547560673,4.932203389830509,-0.0028931473191892154,0.5591477129106281,0.3849403401410041,0.073788911567924,-0.5620408602298174,-0.5515116453731588,-0.36158231588179485,-0.1351416809167685,-0.036781522351893005,2.608103763374652,-2.464112362515603,2.608103763374652,1.8745759237544715,1.8745759237544715,0
2024,Alajuela,Central,Rio Segundo,483863339.08,692719483.35,208856144.27,77,3617612652.29,11340478.533824451,319,7.476517355434276,5.2223342048864865,4.142857142857143,0.03282576182936392,0.15579269337189716,0.1942072836091122,0.29383262443211233,-0.12296693154253324,-1.1415093799184757,-1.2817234438230323,-1.5608557422418792,0.4093593237602569,0.7269551926582561,-0.5359640920015971,1.5608557422418792,1.3280295219944624,1.3280295219944624,0
2024,Alajuela,Central,Sabanilla,218563190.08,370537346.06,151974155.98,56,3346484137.69,10110223.980936555,331,15.311288860970123,9.031435490305784,5.910714285714286,-0.07494680626693728,-0.5482956189746302,-0.4650975539650237,-0.27235008330166954,0.4733488127076929,4.051463559041367,3.0134979911080304,1.63224081918449,-0.9367552655233511,-2.5567394640822405,2.082695536443895,4.051463559041367,3.207233671410546,3.207233671410546,0
2024,Alajuela,Central,San Antonio,427696326.21999997,595460313.79,167763987.57,58,3199769127.47,10456761.854477124,306,7.481404284553268,5.373606021036117,5.275862068965517,-0.043841537620815996,0.9568543361004733,0.6070183481412934,0.1038981364178655,-1.0006958737212894,-1.1382702694158136,-1.1111462135157204,0.48557326264301015,-0.5482402967539757,4.462909603236485,-4.390421009773653,4.462909603236485,3.3305336274753166,3.3305336274753166,0
2024,Alajuela,Central,San Isidro,371033757.77,503369224.15000004,132335466.38,57,3367144644.42,10172642.430271903,331,9.07503582600497,6.689214363682706,5.807017543859649,0.052308622991916076,-0.13248317784439811,-0.15465529357255792,-0.21118072897031814,0.1847918008363142,-0.08199371258398132,0.372360978834437,1.4449441752305419,0.6527066255380508,-0.617492544054454,0.8155269185122385,1.4449441752305419,0.9710592397602772,0.9710592397602772,0
2024,Alajuela,Central,San José,465870725.28999996,636719560.84,170848835.55,66,3099126972.25,10194496.61924342,304,6.652332512030722,4.867334322447137,4.606060606060606,-0.07959790875457529,0.2556019918241197,0.2649155536180787,0.29102832538791423,-0.335199900578695,-1.6877881814727256,-1.6820286576245747,-0.7242194837230628,-0.9948490553017324,1.1924412038211243,-1.4679634785663567,1.6877881814727256,1.612593439221219,1.612593439221219,0
2024,Alajuela,Central,San Rafael,476864969.72,699915384.13,223050414.41,85,3694399970.22,11473291.832981367,322,7.747266427201047,5.278352289415907,3.788235294117647,0.19207764099378766,0.023599345984138154,0.09925220957029834,0.30554249136057376,0.1684782950096495,-0.9620539099102057,-1.2185562924701479,-2.2013723192695345,2.3984673287073743,0.11043794494660193,0.7438878254334363,2.3984673287073743,1.9394653134823523,1.9394653134823523,0
2024,Alajuela,Central,Sarapiquí,419107220.09000003,586454166.28,167346946.19,69,3287135031.98,10535689.205064103,312,7.843183973958056,5.605101337809529,4.521739130434782,-0.11023845320563586,-0.12111971584726278,-0.1621070495414716,-0.24973487884944567,0.010881262641626921,-0.8984787023462553,-0.8501073037609588,-0.8765205986423773,-1.3775594670301607,-0.5644961531362329,0.05181656921689113,1.3775594670301607,1.050852922672931,1.050852922672931,0
2024,Alajuela,Central,Tambor,366373160.57,543482641.77,177109481.2,64,3371429695.26,10341808.881165644,326,9.202174335081644,6.203380634715428,5.09375,0.025643809110338145,-0.1258247460129076,-0.0732734576387738,0.058337096865310745,0.15146855512324575,0.0022750930433892954,-0.1754751877859092,0.15664316579806167,0.31965438765827053,-0.5864392562155053,0.6691912916585484,0.6691912916585484,0.5250949785107747,0.5250949785107747,0
2024,Alajuela,Central,Turrucares,456053479.74,657287840.21,201234360.47,78,3389432263.84,11568028.204232082,293,7.432093853932097,5.156694002976069,3.7564102564102564,0.005339743137847464,0.24477862687997187,0.20939987718717612,0.13621449911400907,-0.2394388837421244,-1.170953766521411,-1.3557406938547003,-2.2588545761822725,0.06604996948272737,1.1419636926739734,-1.0474387629492723,2.2588545761822725,1.595183012186128,1.595183012186128,0
2024,Alajuela,Grecia,Bolivar,331545346.59000003,450224567.14,118679220.55,49,3453197719.86,10528041.828841465,328,10.415461279661207,7.669945116047406,6.6938775510204085,0.018813019720228308,-0.27301213274588565,-0.3150267818796776,-0.41024375622128073,0.29182515246611396,0.8064550574422392,1.478253270430256,3.0467872035393184,0.23433559627404532,-1.272885014339104,1.2855529399827605,3.0467872035393184,1.9368644713174448,1.9368644713174448,0
2024,Alajuela,Grecia,Grecia,439594706.69,593947553.13,154352846.44,64,3634345566.36,11574348.93745223,314,8.267491648672017,6.118967149889975,4.90625,0.05245800014814783,0.3258961744186908,0.31922510782337765,0.30058864327450285,-0.27343817427054296,-0.6172428971889897,-0.270661580126643,-0.18201859071685636,0.6545723950270881,1.5202759764456841,-1.196743171496297,1.5202759764456841,1.1238638476563565,1.1238638476563565,0
2024,Alajuela,Grecia,Puente De Piedra,357436423.29,545229244.76,187792821.47,76,3579019926.6,11219498.202507837,319,10.013025235808781,6.564247903054833,4.197368421052632,-0.015222999230480982,-0.1868955247860562,-0.0820245964702826,0.21664631266128787,0.17167252555557522,0.5397160103735308,0.23144621177614255,-1.4623976877162388,-0.19078540139711966,-0.8712583427190622,0.7579149623239444,1.4623976877162388,1.0305236642530817,1.0305236642530817,0
2024,Alajuela,Grecia,Rio Cuarto,391415973.29,602210051.97,210794078.68,74,3253135291.52,10666017.349245902,305,8.311197072966035,5.4019943388159515,4.121621621621622,-0.09105415498191538,0.09506459830600766,0.10450798037269982,0.12248208973032804,-0.18611875328792304,-0.5882744600770423,-1.0791349589197021,-1.599211256493247,-1.13794131391125,0.4437342986523541,-0.8132888610723337,1.599211256493247,1.2720958431080664,1.2720958431080664,0
2024,Alajuela,Grecia,San Isidro,432665474.36,612109784.18,179444309.82,71,3610432117.97,11282600.36865625,320,8.34462727424822,5.898340806309181,4.507042253521127,0.10983153002624002,0.10538532886964802,0.016439001935645292,-0.14872224616703367,0.004446201156592,-0.5661165540705043,-0.5194444107870188,-0.9030660394469748,1.3711865295124803,0.4918676467156644,0.02355765457325174,1.3711865295124803,0.9467897076766532,0.9467897076766532,0
2024,Alajuela,Grecia,San José,341409867.02,467227881.13,125818014.11,48,3182119438.33,11126291.742412588,286,9.320525695713386,6.810636879447306,5.958333333333333,-0.11863197136658055,-0.21091492792436373,-0.23669267637028213,-0.2988464541661553,0.09228295655778318,0.0807196797955946,0.5092795203265555,1.7182501541724053,-1.4823972513703148,-0.9832789292851096,0.4092837862083441,1.7182501541724053,1.3946421116092766,1.3946421116092766,0
